DOM,SQFT,BEDS,BATHS,AGE,zip_cluster
33,1280,2,1.5,36,2140.0
61,709,2,1.0,58,2116.0
19,740,2,1.0,53,2118.0
30,838,2,1.0,112,2493.0
39,1726,3,2.5,19,2113.0
55,1535,3,2.5,11,1721.0
173,2148,2,2.5,2,2169.0
10,550,1,1.0,118,2720.0
15,1678,3,2.5,34,2472.0
21,971,1,2.0,18,2019.0
25,567,1,1.0,93,2368.0
25,800,2,2.0,118,1970.0
61,1092,2,1.5,39,1864.0
24,981,2,1.5,48,2458.0
25,816,2,2.0,128,2043.0
15,720,1,1.0,55,2119.0
4,2060,3,2.5,12,2061.0
6,815,2,1.0,148,2445.0
57,1098,2,1.0,29,2301.0
47,1737,3,3.0,17,2127.0
25,1328,2,1.5,17,2116.0
15,810,1,1.0,15,2127.0
5,1354,2,2.0,95,1854.0
33,1023,2,1.0,136,2140.0
60,1682,2,1.5,38,2052.0
21,1516,2,1.5,36,1606.0
13,1093,2,1.5,33,2150.0
50,1080,2,1.5,45,2072.0
49,1020,2,1.5,40,2125.0
19,984,2,1.0,126,2180.0
67,1700,3,1.5,18,1844.0
15,707,2,1.0,58,2169.0
38,1434,3,2.0,11,1824.0
7,1168,2,1.5,33,2703.0
11,778,1,1.0,31,1863.0
13,674,1,1.0,168,2452.0
9,830,2,2.0,45,2180.0
17,910,2,1.0,45,2110.0
20,1201,2,2.0,13,2152.0
45,1500,2,1.5,29,2132.0
35,2172,3,3.0,9,1970.0
80,1875,2,1.5,34,2072.0
21,849,2,1.0,3,2062.0
60,798,2,1.0,29,2703.0
52,1070,2,2.0,93,2139.0
19,1050,3,1.0,0,2176.0
24,836,2,1.5,18,2451.0
12,690,2,1.0,123,2571.0
11,1061,2,2.0,2,1752.0
52,1504,3,1.5,35,1867.0
37,1320,2,1.5,34,1569.0
37,567,1,1.0,118,2703.0
36,642,1,1.0,88,1606.0
19,1024,2,1.5,40,1830.0
47,720,1,1.0,33,2215.0
43,2642,4,2.5,11,2324.0
45,1272,3,2.0,113,1960.0
59,1056,2,1.5,32,1537.0
18,1291,2,1.0,16,2631.0
7,1560,2,1.5,128,2050.0
8,1591,3,2.0,56,2338.0
50,636,0,1.0,51,2145.0
36,3238,5,3.0,9,2478.0
15,1354,3,2.0,108,2130.0
21,1733,2,2.5,113,1844.0
4,740,2,1.0,48,2360.0
16,1355,2,2.5,2,2129.0
23,1216,2,2.0,108,2760.0
44,1738,2,2.0,30,1930.0
30,695,1,1.5,38,1876.0
58,2344,4,2.5,143,2127.0
14,890,2,1.0,48,2720.0
57,1454,3,2.0,36,2332.0
40,1157,1,1.0,110,1510.0
18,1039,2,2.0,20,2131.0
14,680,2,1.0,78,2110.0
46,918,2,1.0,98,2144.0
18,2235,3,3.0,12,2169.0
29,1077,2,2.0,98,2445.0
65,679,2,1.0,34,2118.0
29,1110,3,1.5,34,1835.0
22,1078,2,2.0,129,2186.0
18,1458,1,1.0,16,1913.0
5,1121,2,2.0,11,1906.0
7,2166,2,2.0,108,1746.0
28,830,1,1.0,12,1970.0
16,766,2,1.0,98,1930.0
69,965,2,1.5,10,2150.0
50,870,1,1.0,48,2703.0
3,1096,2,2.0,14,1719.0
36,1152,2,2.0,120,2148.0
9,1037,2,2.0,31,1420.0
17,1500,3,2.5,17,2151.0
10,656,1,1.0,158,1420.0
49,2025,3,1.5,28,2119.0
9,740,1,1.5,29,2129.0
20,1023,2,2.0,31,2143.0
51,1959,3,2.0,108,1949.0
27,531,1,1.0,148,2138.0
14,856,1,1.0,15,2148.0
7,1129,3,1.0,108,1854.0
7,1094,2,1.0,64,1830.0
11,817,2,1.0,91,2138.0
3,2033,3,2.5,2,2132.0
44,1301,2,1.5,14,2375.0
42,1103,2,1.5,32,1890.0
36,1052,2,1.5,42,1826.0
3,2438,3,2.5,89,1952.0
6,927,3,1.0,113,2155.0
7,1241,3,1.0,118,1719.0
21,2599,4,3.0,108,2115.0
54,783,2,1.0,108,2333.0
7,530,1,1.0,98,1532.0
19,1094,2,2.0,10,2472.0
25,1622,2,2.5,13,1845.0
29,756,2,1.0,148,1913.0
0,1398,3,1.5,29,1890.0
15,360,0,1.5,68,2152.0
41,768,2,1.0,39,2130.0
5,831,1,1.0,138,2116.0
35,1089,2,1.5,103,2110.0
14,1855,3,2.5,43,2127.0
6,1700,3,2.5,3,2128.0
20,931,3,1.0,119,2139.0
16,2166,3,2.5,20,1760.0
11,1530,3,2.0,128,1583.0
51,628,1,1.0,98,1879.0
50,1106,3,1.5,30,2052.0
16,642,2,1.0,43,2122.0
12,665,2,1.0,108,2210.0
18,1081,2,2.0,137,2035.0
7,815,1,1.0,58,2116.0
13,3990,2,3.5,12,2116.0
36,675,2,1.0,118,1970.0
5,550,1,1.0,88,1752.0
54,1815,2,2.5,30,2766.0
24,1400,3,1.5,12,1867.0
6,1019,2,1.0,108,1570.0
6,2046,4,2.0,108,2116.0
0,750,1,1.0,128,1451.0
48,661,1,1.0,118,2116.0
18,1258,3,2.0,173,2703.0
7,1250,2,1.0,118,2333.0
8,1263,2,2.0,35,2474.0
15,985,2,1.0,98,2171.0
6,2358,5,2.0,109,2116.0
23,1160,2,1.0,31,2720.0
41,422,0,1.0,12,2144.0
37,985,2,1.0,48,2718.0
20,412,1,1.0,91,2215.0
3,1060,1,1.5,48,2125.0
20,868,2,1.0,108,2139.0
53,915,2,1.5,18,2150.0
33,846,1,1.0,43,1915.0
19,1110,2,2.0,128,1821.0
44,1108,2,1.5,32,1760.0
15,1173,2,1.0,18,2359.0
6,826,1,1.0,30,2131.0
16,648,2,1.0,119,1850.0
27,1950,3,2.5,32,2143.0
6,512,1,1.0,108,1887.0
15,1826,3,2.5,33,2135.0
16,1125,2,2.5,128,1545.0
15,860,2,1.0,48,1432.0
51,893,1,1.0,12,2128.0
48,2000,2,2.5,3,2140.0
65,1660,2,2.5,29,2180.0
42,746,1,1.0,13,2461.0
38,1051,2,1.0,118,1701.0
8,1024,2,1.0,106,1970.0
6,1045,2,1.5,98,2127.0
8,705,1,1.0,48,2127.0
26,1300,2,1.0,118,2125.0
15,2055,3,3.0,7,1970.0
21,1200,2,1.0,108,2532.0
12,954,2,1.5,98,2127.0
166,1856,3,1.5,33,2149.0
46,1605,2,2.0,33,1588.0
25,1801,3,2.5,10,2301.0
4,1177,3,1.0,93,1545.0
19,1194,2,1.0,98,1864.0
4,460,1,1.0,121,1876.0
15,809,2,1.0,118,1845.0
33,1233,2,1.0,133,2144.0
15,788,2,1.0,98,2155.0
13,1917,3,2.5,14,1970.0
21,2047,4,3.5,2,1581.0
39,760,1,1.0,52,2351.0
17,1758,2,2.0,15,2127.0
6,1350,2,1.0,102,2116.0
32,709,2,1.0,51,1602.0
51,2154,2,2.5,30,2639.0
5,800,2,1.0,118,2067.0
55,937,2,1.5,34,1851.0
3,1431,2,2.0,78,2127.0
4,1345,2,2.5,38,2703.0
26,1045,2,2.0,108,2492.0
5,1348,2,1.0,95,2072.0
4,899,1,1.5,40,2118.0
18,1606,3,1.0,108,1830.0
22,1128,2,1.0,83,2114.0
26,2600,4,3.0,103,1721.0
6,1729,4,2.0,91,1952.0
27,1093,2,1.0,116,2110.0
23,1168,2,2.0,119,2360.0
4,1018,2,1.5,47,2631.0
7,696,1,1.0,89,2110.0
25,470,1,1.0,119,1970.0
40,720,2,1.0,62,2130.0
40,1003,2,1.0,102,1746.0
27,1093,2,1.0,116,2301.0
20,826,1,1.0,30,2140.0
62,1281,2,2.0,12,2149.0
39,730,2,1.0,53,2458.0
26,1240,2,1.5,33,2190.0
10,665,2,1.0,119,2038.0
5,1628,3,2.5,8,2150.0
40,981,2,1.0,48,2189.0
39,895,2,2.0,29,2141.0
43,540,1,1.0,51,2019.0
10,971,2,1.0,118,1701.0
60,1620,2,2.5,46,1747.0
27,1314,2,2.0,11,2140.0
26,2170,3,2.5,18,2169.0
6,693,1,1.0,78,1913.0
22,1096,3,1.5,26,2128.0
9,826,1,1.0,138,1760.0
40,1540,2,2.0,12,1880.0
4,1750,3,1.5,98,1757.0
4,1648,3,2.5,12,1824.0
24,944,1,1.5,40,1569.0
6,860,2,1.0,98,2351.0
7,860,1,1.0,108,2121.0
47,838,2,1.0,30,2703.0
41,1371,3,2.5,24,2128.0
18,726,2,1.0,58,1824.0
19,1236,2,1.5,32,2142.0
33,1278,2,1.5,7,2127.0
65,1520,2,2.5,34,1845.0
26,1060,2,1.0,128,2139.0
18,1538,2,1.5,13,1748.0
26,1126,2,1.0,48,1760.0
25,1332,2,1.5,31,1970.0
25,1769,3,2.5,34,2130.0
19,972,2,1.5,46,1867.0
30,705,2,1.0,48,2050.0
166,590,1,1.0,48,2762.0
10,1231,2,2.5,151,1721.0
30,1515,2,1.5,32,2130.0
4,626,1,1.0,49,1570.0
15,1368,2,1.5,32,1754.0
5,715,2,1.0,46,2464.0
17,1496,2,1.5,33,2130.0
7,1470,3,2.0,108,1863.0
45,706,1,1.0,29,1760.0
21,2120,3,2.5,21,1801.0
12,906,2,1.0,176,1832.0
56,914,1,1.0,148,2038.0
8,648,1,1.0,113,1821.0
9,1070,3,1.5,52,1749.0
19,1285,2,1.0,14,2464.0
6,905,1,1.0,72,2571.0
21,780,2,2.0,119,1821.0
26,1109,3,2.0,118,2118.0
20,1260,2,1.5,44,1970.0
9,635,1,1.0,48,2210.0
5,550,1,1.0,118,2446.0
8,1142,2,1.0,98,1845.0
5,1500,3,1.5,58,1604.0
10,1576,3,2.0,143,2114.0
6,1007,2,2.0,43,1970.0
5,1391,3,2.0,30,2532.0
41,1447,2,2.5,8,1606.0
8,641,1,1.0,98,2066.0
21,1393,2,1.5,18,2140.0
43,910,2,1.5,30,2127.0
26,1520,2,1.5,31,2532.0
30,1136,2,1.5,34,2038.0
16,791,2,1.0,113,2760.0
49,1657,3,2.5,33,1960.0
36,333,1,1.0,98,2649.0
14,1444,2,2.0,118,2474.0
5,950,2,1.0,114,2143.0
47,1129,2,1.0,118,1570.0
15,1400,3,2.0,108,2703.0
7,727,1,1.0,118,2129.0
5,760,2,1.0,58,2130.0
21,722,1,1.0,31,1949.0
3,952,2,1.0,54,2301.0
42,705,2,1.0,138,2360.0
14,800,2,1.5,14,2138.0
52,620,1,1.0,48,1930.0
15,1020,2,1.0,103,2125.0
49,2170,3,2.5,8,1581.0
6,1875,2,2.5,0,2127.0
33,962,2,1.0,47,2474.0
14,1156,2,1.5,119,1970.0
18,826,2,1.0,128,1970.0
18,1158,2,2.5,29,2360.0
24,2061,2,2.5,34,2130.0
41,778,2,1.0,39,2445.0
46,2059,2,2.5,23,2116.0
41,867,2,1.0,118,2143.0
7,2419,4,2.5,118,2135.0
48,1131,2,1.5,118,1453.0
27,683,1,1.0,128,1970.0
13,1591,3,2.0,108,2356.0
527,1100,2,1.0,218,2718.0
55,1382,2,1.5,30,2129.0
5,2002,4,2.0,103,2129.0
31,1000,2,1.0,113,2048.0
14,1172,2,1.5,33,2131.0
16,668,1,1.5,32,2129.0
21,1909,2,2.0,28,2478.0
50,1020,2,1.5,40,1519.0
15,1050,3,2.0,107,2189.0
3,306,1,1.0,98,2130.0
6,900,1,1.0,97,2138.0
18,866,2,2.0,30,1754.0
82,1155,3,2.0,115,2472.0
14,991,2,2.0,30,2139.0
12,1710,2,2.0,12,2152.0
5,1900,2,2.5,17,2132.0
7,1140,2,1.0,163,1830.0
5,2008,2,2.5,5,1945.0
50,1152,2,1.0,92,1453.0
26,907,2,1.5,118,2140.0
6,1805,3,2.5,10,2118.0
20,764,1,1.0,14,1606.0
19,1002,2,2.0,108,1609.0
46,600,1,1.0,88,1907.0
46,1556,3,2.5,13,1760.0
33,1423,3,2.0,41,1915.0
18,1218,2,1.5,31,1749.0
4,1200,2,1.0,128,2532.0
14,1219,2,1.5,30,2360.0
17,864,2,1.5,45,1852.0
40,1115,2,2.0,45,1606.0
34,895,2,1.5,37,1550.0
7,675,1,1.0,45,1721.0
31,1152,2,1.5,30,2048.0
158,1419,3,2.5,14,2169.0
54,658,1,1.0,2,2151.0
1,731,2,1.0,48,1701.0
47,2146,2,1.5,41,2139.0
20,681,1,1.0,14,2124.0
16,950,2,2.0,31,2324.0
17,932,2,1.0,119,1907.0
33,1285,2,1.5,38,1520.0
34,1869,3,2.5,32,2333.0
35,1700,2,1.5,2,2332.0
4,2354,3,2.5,31,2113.0
11,665,1,1.0,128,1970.0
21,1606,2,2.5,36,1907.0
3,1032,2,1.5,48,2476.0
14,681,1,1.0,14,1880.0
16,2021,3,2.5,29,1915.0
11,787,2,1.5,29,2128.0
46,1080,2,1.5,31,2452.0
30,798,2,1.0,128,1701.0
106,1072,2,2.0,31,1867.0
15,710,1,1.0,108,2135.0
5,1298,2,1.5,14,1453.0
35,920,2,1.0,47,2370.0
14,575,1,1.0,63,1832.0
22,734,1,1.0,168,2360.0
27,1004,2,1.5,13,2127.0
52,1228,2,2.0,30,1949.0
13,1112,1,1.0,34,2151.0
10,2285,3,3.5,119,1970.0
24,2183,2,2.5,14,2127.0
45,1296,2,1.5,53,2453.0
37,1840,3,2.5,15,2375.0
20,616,1,1.0,29,2176.0
48,1345,2,2.0,128,2128.0
20,1056,2,3.0,44,2142.0
20,944,2,1.5,118,2122.0
19,759,2,1.0,49,2190.0
7,430,0,1.0,32,1803.0
16,1024,2,1.5,45,1532.0
14,660,2,1.0,14,1830.0
1,1611,4,2.0,40,2114.0
9,2029,3,3.0,105,2135.0
16,936,2,1.0,30,2478.0
30,815,2,1.0,57,2127.0
48,1365,2,2.0,118,2062.0
41,1173,3,1.5,46,2445.0
21,1036,2,1.0,118,1760.0
9,1461,2,1.5,42,2375.0
21,903,2,1.5,29,2446.0
25,650,1,1.0,104,2129.0
19,1484,2,2.0,17,2360.0
13,1218,2,2.0,42,2062.0
24,1869,2,2.5,32,2125.0
2,686,2,1.0,53,2631.0
22,698,1,1.0,34,2351.0
27,1776,2,1.5,38,1890.0
25,686,1,1.0,29,1915.0
25,892,2,1.0,52,2210.0
19,1060,1,1.0,12,1545.0
19,715,2,1.0,88,1760.0
11,850,2,2.0,128,2155.0
15,1118,2,1.5,35,1832.0
26,857,2,1.0,110,2138.0
12,1067,2,2.5,92,2128.0
12,748,1,1.0,47,2132.0
2,565,1,1.0,118,1720.0
6,985,3,1.0,113,2128.0
0,535,1,1.0,134,1510.0
31,1382,2,2.0,14,2115.0
37,1797,3,2.5,5,1966.0
19,1075,2,1.5,33,2130.0
41,1176,2,1.5,36,2114.0
26,1878,3,2.0,108,2482.0
17,1158,2,1.0,87,1960.0
20,1304,3,2.5,12,2141.0
0,1140,2,2.0,5,2113.0
22,690,1,1.0,49,1510.0
20,1317,2,2.0,51,2780.0
46,1565,3,2.5,30,1754.0
20,1515,2,2.5,29,2118.0
26,532,1,1.0,58,2673.0
24,1020,2,1.5,11,1602.0
33,950,2,1.5,30,2138.0
13,1000,2,1.5,75,2021.0
10,1240,3,1.5,42,1862.0
1,1877,2,2.5,10,2139.0
9,694,1,1.0,47,2134.0
7,1610,3,2.5,12,2131.0
16,1032,2,1.5,32,2116.0
21,2027,3,2.5,15,2155.0
23,739,2,1.0,119,2452.0
8,770,1,1.0,48,2215.0
15,860,2,1.0,68,1867.0
24,1075,2,2.0,118,1757.0
25,1115,2,2.0,33,1420.0
22,1750,3,2.0,118,2145.0
16,789,1,1.0,11,1945.0
17,1028,2,1.5,113,2360.0
16,725,1,1.0,50,1970.0
22,918,2,1.0,33,2135.0
20,892,2,1.0,52,2478.0
10,450,1,1.0,108,1609.0
21,1900,3,2.0,10,1845.0
7,698,1,1.0,46,2478.0
27,2123,3,2.5,18,1420.0
6,820,1,2.0,30,1803.0
36,1122,3,2.0,107,1886.0
29,940,2,1.0,52,2122.0
19,1296,3,1.5,18,1453.0
34,662,2,1.0,56,2038.0
6,1005,2,1.0,108,1721.0
7,1435,2,3.0,106,1913.0
7,1000,2,2.0,106,1845.0
20,1101,3,2.0,98,2446.0
23,730,2,1.0,33,1867.0
20,675,2,1.0,31,1701.0
18,785,2,1.0,129,2122.0
83,867,1,1.0,12,1420.0
33,1048,2,1.0,92,2050.0
18,530,1,1.0,66,1930.0
19,1052,2,1.5,42,2155.0
188,2018,3,2.5,3,2184.0
4,1233,2,1.0,12,2115.0
17,488,1,1.0,168,2136.0
7,733,2,1.0,51,2360.0
18,1296,3,1.0,168,2131.0
4,1399,2,2.0,11,2467.0
5,1600,2,2.0,83,2445.0
20,1236,2,1.5,30,1609.0
18,1216,2,1.5,32,2135.0
55,432,1,1.0,48,2360.0
9,455,0,1.0,66,1742.0
9,392,1,1.0,103,1747.0
43,270,0,1.0,68,1901.0
11,1533,2,2.0,29,2019.0
22,615,1,1.0,78,1880.0
10,991,2,1.0,92,2780.0
7,404,1,1.0,50,2127.0
1,2034,2,2.5,32,1757.0
21,983,2,2.0,18,2116.0
11,844,1,1.0,15,2125.0
14,667,1,1.0,98,1852.0
23,924,2,1.0,49,1904.0
2,778,1,1.0,31,2474.0
376,897,2,1.0,48,2467.0
9,790,2,1.0,50,2130.0
18,1968,2,2.5,13,2127.0
103,1430,2,1.5,12,2138.0
5,1311,2,1.0,78,1867.0
14,1050,2,2.0,37,1841.0
5,1438,3,2.0,72,2190.0
18,936,2,1.0,21,1970.0
7,1850,2,2.5,15,2720.0
53,1442,2,2.5,23,2446.0
3,1090,2,2.0,31,2127.0
7,990,2,1.5,32,2118.0
19,837,2,1.0,47,1851.0
15,1486,2,2.5,128,2155.0
19,1457,2,2.0,138,1527.0
27,2244,4,3.5,43,1810.0
6,561,2,1.0,88,2145.0
6,1254,2,2.0,14,2135.0
55,855,2,1.0,68,2116.0
5,428,1,1.0,93,1810.0
21,978,2,1.0,106,1969.0
21,1573,2,1.5,12,2118.0
21,1573,2,1.5,12,2139.0
10,740,1,1.0,50,1845.0
13,730,1,1.0,168,2113.0
172,1776,2,1.5,38,2143.0
7,1353,2,2.5,119,2151.0
15,632,1,1.0,119,2571.0
10,996,2,1.0,46,2144.0
5,764,1,1.0,47,2129.0
1,1705,3,2.0,148,2148.0
94,574,1,1.0,118,2143.0
78,1915,2,2.5,118,1721.0
60,1350,2,2.5,31,2125.0
248,1328,2,1.5,12,1923.0
77,1224,2,1.0,13,1852.0
45,1558,2,1.5,14,2131.0
12,1093,2,1.5,31,2118.0
10,1243,2,1.5,13,2127.0
249,1362,2,2.0,3,2116.0
43,1012,2,1.5,50,2122.0
108,1080,2,1.5,46,2021.0
57,1316,2,2.0,12,2129.0
151,1024,2,1.5,32,1453.0
59,1024,2,1.5,32,1915.0
104,1152,2,1.5,33,1851.0
242,2497,3,2.5,2,1720.0
167,1524,3,2.5,138,1970.0
265,501,1,1.0,88,2720.0
105,1147,2,1.5,30,2038.0
87,1150,2,1.5,31,2139.0
56,1184,3,1.5,32,1757.0
17,1564,2,1.5,32,2128.0
88,1548,3,2.5,14,2780.0
98,1224,2,1.5,33,2144.0
72,1184,2,1.5,32,1952.0
5,1150,2,1.5,31,1747.0
21,1216,2,1.5,32,1879.0
43,1200,3,1.0,118,1757.0
21,1368,2,2.5,32,2780.0
196,1800,3,2.0,3,2191.0
48,1482,2,1.5,14,2171.0
51,1260,2,1.0,38,2118.0
6,1800,3,2.5,13,1720.0
59,1634,2,2.5,7,1602.0
39,1210,2,1.5,13,2148.0
353,1880,2,2.5,14,1824.0
68,2038,2,2.5,13,2360.0
46,1971,2,2.5,16,2359.0
40,1892,2,1.5,31,2134.0
64,2252,2,2.0,30,2111.0
129,1040,2,1.5,33,2176.0
92,1469,3,1.5,28,1970.0
55,1682,3,2.5,16,2118.0
10,1760,4,2.0,10,1604.0
196,852,1,1.0,31,2116.0
32,1080,2,1.5,31,1581.0
150,1267,2,2.5,31,1876.0
112,1160,2,2.0,14,1880.0
42,1958,2,2.5,28,2631.0
119,1051,2,1.0,31,2141.0
13,1264,2,2.0,33,2043.0
30,1313,2,1.5,32,1826.0
23,1655,2,2.0,14,2143.0
14,916,2,1.5,32,2122.0
47,1122,2,1.5,27,1826.0
47,1850,3,1.5,31,1757.0
323,1110,2,2.0,12,2458.0
179,903,1,1.0,12,1701.0
18,1605,3,2.0,32,1860.0
82,1605,3,2.0,36,2780.0
47,1835,3,2.0,34,1604.0
6,1458,3,2.5,13,1701.0
28,1842,2,2.5,30,2139.0
220,2085,2,2.5,13,1930.0
112,1944,2,2.5,12,1915.0
3,1188,2,1.5,33,2703.0
54,1783,3,2.0,13,2116.0
92,1630,2,2.5,13,2116.0
97,1200,3,1.5,34,1902.0
137,1368,2,2.0,3,2143.0
50,1265,1,2.0,4,1602.0
61,1368,2,2.0,6,1604.0
15,2494,2,3.5,14,2148.0
28,1368,2,2.0,5,2111.0
35,1876,2,2.0,29,2631.0
74,2600,3,3.5,14,2155.0
17,2169,3,2.5,14,2420.0
69,1600,2,2.0,12,2129.0
38,850,2,1.0,49,2703.0
16,2300,3,2.5,2,2144.0
19,2830,3,3.5,13,2780.0
39,2220,3,3.0,6,2190.0
27,2150,3,2.5,13,2532.0
48,2704,2,2.5,13,1970.0
61,1276,2,2.5,32,2127.0
86,816,1,1.0,44,1420.0
239,1764,3,2.0,33,1844.0
52,1866,2,2.5,32,2130.0
11,2709,2,3.5,19,2760.0
101,1687,2,2.5,25,1890.0
37,1178,2,2.0,44,1832.0
55,675,1,1.0,45,2464.0
26,1442,2,2.0,30,2420.0
53,890,1,1.0,44,2081.0
20,1018,2,1.5,47,2720.0
2,685,1,1.0,45,2150.0
0,685,1,1.0,45,2038.0
234,1259,2,1.0,118,2459.0
52,855,2,1.0,31,2150.0
16,1082,2,2.0,31,2135.0
82,1810,2,2.5,11,1718.0
43,2312,2,2.5,2,2155.0
50,2310,2,2.5,2,1867.0
6,1731,3,2.5,15,1583.0
171,1393,2,1.5,18,2129.0
85,2033,2,2.0,13,2130.0
50,881,2,1.0,118,2138.0
43,1152,3,1.5,31,1420.0
36,1398,2,2.0,18,1609.0
26,972,2,1.0,44,1970.0
25,1341,2,1.5,31,2453.0
30,2548,2,2.5,11,2127.0
265,1200,2,2.5,34,2190.0
38,1220,2,1.5,13,2452.0
42,1200,2,2.0,34,2144.0
20,1536,2,1.5,32,2649.0
5,1280,2,2.5,34,1520.0
166,1512,3,1.5,11,1860.0
39,840,2,1.0,16,1569.0
59,840,2,1.0,16,2474.0
210,1154,2,2.0,3,2460.0
49,1226,2,2.0,3,2144.0
210,1200,2,2.0,3,1830.0
210,1290,2,2.0,3,1752.0
103,1290,2,2.0,3,2140.0
210,1290,2,2.0,3,1588.0
49,1290,2,2.0,3,1902.0
159,1290,2,2.0,3,2152.0
40,3513,4,3.5,3,2128.0
19,1290,2,2.0,2,2210.0
137,1791,3,2.5,3,2045.0
104,2044,2,2.5,5,2446.0
110,2225,2,2.5,14,1519.0
78,710,2,1.0,47,1970.0
41,775,2,1.0,47,2118.0
72,672,1,1.0,47,2141.0
16,2207,3,2.5,2,1854.0
4,3115,3,3.5,16,1537.0
23,826,2,1.0,49,1581.0
28,2503,3,2.5,23,2110.0
147,1920,3,2.0,6,2132.0
38,1927,2,3.0,12,2054.0
68,1800,3,1.5,40,2673.0
44,2046,5,1.5,120,2649.0
85,930,2,1.0,32,1863.0
75,1507,2,2.5,34,1719.0
77,1914,3,1.5,11,1810.0
83,1841,4,1.5,118,2190.0
23,1358,2,2.5,23,2143.0
21,2145,3,2.5,21,2115.0
11,2294,2,2.5,12,1720.0
149,1006,2,1.0,70,1923.0
99,1594,2,2.5,34,2332.0
103,1440,2,2.5,34,2631.0
64,1488,2,1.5,33,1569.0
22,1394,2,2.0,70,2476.0
16,1460,2,1.5,31,2132.0
159,992,2,2.0,36,1432.0
143,864,2,1.5,33,1930.0
160,992,2,2.0,36,2145.0
316,1735,3,2.5,10,1852.0
128,784,2,1.0,30,2446.0
87,852,2,1.0,31,1890.0
68,1099,3,1.0,108,2446.0
70,1723,3,3.0,32,2472.0
93,1234,2,2.0,129,2452.0
83,955,2,1.5,33,2176.0
70,864,2,1.5,33,2140.0
28,1186,2,2.0,30,1832.0
8,1707,3,2.0,30,2464.0
141,712,1,1.0,124,2150.0
6,731,1,1.0,92,1852.0
29,1526,2,2.0,30,2131.0
250,770,2,1.0,12,2127.0
150,807,2,1.0,30,1757.0
23,1748,3,2.5,13,2148.0
34,1360,2,2.5,14,1826.0
162,1344,3,2.5,12,2451.0
14,1654,2,2.5,14,2171.0
79,731,1,1.0,55,2141.0
53,1194,2,2.0,37,2128.0
140,1100,2,1.0,118,2109.0
18,523,1,1.0,149,2474.0
0,1852,2,2.5,3,2169.0
37,2079,3,2.5,2,2169.0
42,2422,3,2.5,2,1568.0
0,2330,3,2.5,2,2130.0
84,2079,3,2.5,2,1760.0
29,2422,3,2.5,3,2472.0
44,2422,3,2.5,2,1420.0
28,981,2,1.5,48,2301.0
68,1232,3,2.5,48,1886.0
391,981,2,1.5,48,1970.0
22,389,1,1.0,13,2067.0
6,729,1,1.5,51,2135.0
7,622,1,1.0,49,2210.0
53,1295,2,2.0,52,1810.0
68,1052,2,1.0,64,1801.0
65,1209,2,1.5,43,2452.0
31,417,1,1.0,48,2066.0
18,1120,2,1.0,61,2180.0
5,721,2,1.0,48,1879.0
29,651,1,1.0,50,2139.0
55,1620,3,2.5,45,1810.0
28,1594,3,2.5,46,1746.0
14,1700,3,2.5,46,1749.0
13,1594,3,2.5,46,2130.0
37,807,2,1.0,48,2453.0
2,1397,2,1.5,40,2169.0
9,1521,3,2.0,40,1923.0
69,1252,2,1.5,10,1930.0
140,2753,3,3.5,3,1860.0
20,652,1,1.0,46,2184.0
14,1196,2,1.5,45,2141.0
41,1576,3,2.5,46,1863.0
14,1830,2,3.0,17,1960.0
41,2225,2,2.5,3,2532.0
83,1814,2,2.5,33,2332.0
77,2053,2,2.5,19,2176.0
42,1750,2,2.5,11,2171.0
76,1440,2,1.5,32,1902.0
97,2053,2,2.5,19,1749.0
28,2050,2,2.5,13,2127.0
24,1316,2,1.5,36,2144.0
9,2096,2,2.5,11,2038.0
30,1516,2,1.5,38,1760.0
27,1414,2,1.5,31,1901.0
74,1920,2,2.5,5,2131.0
12,2050,2,2.5,13,2346.0
49,2022,2,2.5,32,2155.0
5,2406,2,2.5,24,2332.0
19,2200,2,2.5,14,2128.0
6,1484,2,1.5,34,1867.0
41,1926,2,2.5,33,2649.0
5,2046,2,2.5,18,2151.0
20,2046,2,2.5,23,2148.0
26,2686,2,2.5,21,2143.0
115,2778,2,2.5,8,2190.0
24,2242,2,2.0,9,2465.0
129,1600,2,2.0,12,1960.0
79,1084,2,2.0,41,1938.0
60,972,1,1.0,41,1887.0
5,1094,1,1.0,98,2324.0
7,952,1,1.0,41,2171.0
3,2578,3,2.5,202,2130.0
361,2250,2,2.5,3,2114.0
109,2925,2,2.5,4,2127.0
67,3082,3,3.5,11,2131.0
5,880,2,1.0,48,1830.0
52,2124,2,2.5,33,2131.0
74,2089,4,1.5,108,1721.0
45,2220,3,2.5,34,2649.0
71,1276,2,2.0,35,1844.0
0,2528,2,2.5,3,2171.0
0,2528,2,2.5,3,2472.0
6,2148,2,2.5,2,2151.0
130,2248,2,2.5,2,1720.0
73,2021,2,2.5,2,2062.0
41,2550,2,3.5,11,1760.0
5,1500,2,2.5,22,1569.0
7,1241,2,1.5,40,2210.0
20,2153,2,2.5,7,1940.0
22,1100,2,1.5,23,1950.0
208,1116,1,2.0,13,2128.0
145,1162,1,2.0,13,1832.0
104,893,1,1.0,13,1915.0
232,1162,1,2.0,13,1844.0
83,1140,2,2.0,37,2130.0
78,2800,2,2.5,12,1966.0
11,1517,3,1.5,34,1864.0
91,837,2,1.0,47,2127.0
29,812,2,1.5,35,2190.0
32,2337,2,2.5,12,1570.0
15,910,2,2.0,37,1845.0
5,957,2,1.0,47,2125.0
